Key,en,id,es,pt,sw,fr,mg
pages.assessments.view.tabs.info.labels.recognitionLevel,"Are the rights of the MA authority formally recognized at the… 

(tick box)","Apakah hak otoritas KA secara formal diakui di‚Ä¶ 

(kotak centang)","¿Se reconocen formalmente los derechos de la autoridad de la área de gestión en el… 

(tick box)",Os direitos da autoridade Área de Manejo são formalmente reconhecidos em… (caixa de seleção),"Je, haki za mamlaka ya MA zinatambuliwa rasmi katika… 

(tick box)",FAUX,DISO
pages.assessments.view.tabs.info.labels.regions,State(s)/Province(s) where MA is located,Negara bagian/Provinsi tempat KA berada,Estado(s)/Provincia(s) donde se encuentra área de gestión,Estado(s)/província(s) onde Área de Manejo está localizado,Jimbo/Mkoa ambapo MA inapatikana,État(s)/Province(s) où se trouve la zone sous gestion,Faritra/Faritany misy ny faritra tantanana
pages.assessments.view.tabs.info.labels.reportedSize,Size of MA (ha),Ukuran KA (ha),Tamaño de la área de gestión (ha),Tamanho da Área de Manejo (ha),Ukubwa wa MA (ha),Taille de la zone sous gestion (ha),Haben'ny Faritra Tantanana (ha)
pages.assessments.view.tabs.info.labels.supportSources,"Does the MA management authority receive technical, financial or other types of support from any of the following groups or organizations?","Apakah otoritas pengelolaan KA menerima dukungan teknis, keuangan atau jenis lain dari kelompok atau organisasi berikut?","¿La autoridad de gestión de la área de gestión recibe apoyo técnico, financiero o de otro tipo de alguno de los siguientes grupos u organizaciones?","A autoridade de gestão da Área de Manejo recebe apoio técnico, financeiro ou de outro tipo de algum dos seguintes grupos ou organizações?","Je, mamlaka ya usimamizi wa MA inapokea usaidizi wa kiufundi, kifedha au aina nyingine kutoka kwa mojawapo ya vikundi au mashirika yafuatayo?","L'organe de gestion de la zone reçoit-il un soutien technique, financier ou autre de la part de l'un des groupes ou organisations suivants ?","Mahazo fanohanana ara-teknika, ara-bola, na hafa avy amin'ireto vondrona manaraka ireto ve ny manam-pahefana mpitantana ny Faritra Tantana?"
pages.assessments.view.tabs.info.labels.zones.title,ZONES,ZONA,ZONAS,ZONAS,MAENEO,ZONES,FARITRA
pages.assessments.view.tabs.info.labels.zones.zoneDescription,Description and Attributes,Deskripsi dan Atribut,Descripción y atributos,Descrição e atributos,Maelezo na Sifa,Description et Attributs,Famaritana sy Sokajy
pages.assessments.view.tabs.info.labels.zones.zoneLevel,Does this zone restrict any activites or use?,Apakah zona ini membatasi kegiatan atau penggunaan?,¿Esta zona restringe alguna actividad o uso?,Esta zona restringe alguma atividade ou uso?,"Je, eneo hili linazuia shughuli au matumizi yoyote?",Cette zone restreint-elle les activités ou l'utilisation ?,Misy hetsika na fampiasana ve voarara eto amin'ity faritra ity?
pages.assessments.view.tabs.info.labels.zones.zoneName,Name of zone,Nama zona,Nombre de la zona,Nome da zona,Jina la eneo,Nom de la zone,Anaran'ny faritra
pages.assessments.view.tabs.info.ManagementArea,Management Area,Kawasan yang Dikelola,Área de gestión,Área de Manejo,Eneo la Usimamizi,,
pages.assessments.view.tabs.info.managementPlanFileTitle,Management plan document,Dokumen rencana pengelolaan,Documento del plan de manejo,Documento do plano de manejo,Hati ya mpango wa usimamizi,Document du plan de gestion,Antontan-taratasy mirakitra ny drafitra fitantanana
pages.assessments.view.tabs.info.map.subtitle,Geospatial information,Informasi geospasial,Información geoespacial,Informação geoespacial,Habari za kijiografia,Informations géospatiales,Torohay mifandraika amin'ny toerana ara-jeôgrafika
pages.assessments.view.tabs.info.map.title,Map or Spatial File of the MA,Peta atau File Spasial dari KA,Mapa o Archivo Espacial de la área de gestión,Mapa ou Arquivo Espacial da Área de Manejo,Ramani au Faili ya anga ya MA,Carte ou fichier spatial de la zone sous gestion,Sarin-tany na Rafitra ara-jeografikan'ny faritra tantanana
pages.assessments.view.tabs.info.people.academic,Academic,Akademik,Académico,Acadêmica,Kitaaluma,Académique,Akademika
pages.assessments.view.tabs.info.people.community,Local community,Komunitas lokal,Comunidad local,Comunidade local,Jumuiya ya mtaa,Collectivité locale,Fiaraha-monina eo an-toerana
pages.assessments.view.tabs.info.people.government,Government,Pemerintah,Gobierno,Governo,Serikali,Gouvernement,Fitondram-panjakana
pages.assessments.view.tabs.info.people.indigenous,Indigenous people,Masyarakat adat,Pueblos indígenas,Povo indígena,Watu wa asili,Peuples autochtones,Vahoaka Zafintany
pages.assessments.view.tabs.info.people.ngo,NGO,NGO,NGO,ONG,NGO,ONG,Vondrona Tsy Miankina amin'ny Fanjakana
pages.assessments.view.tabs.info.people.private,Private sector,Sektor swasta,Sector privado,Setor privado,Sekta binafsi,Secteur privé,Sehatra tsy miankina
pages.assessments.view.tabs.info.people.title,7. Number of people engaged from key stakeholder groups,7. Jumlah orang yang terlibat dari kelompok pemangku kepentingan kunci,7. Número de personas involucradas de titulares de derechos clave y otros grupos de actores,7. Número de pessoas envolvidas nos principais grupos de detentores de direitos e outros atores,7. Idadi ya watu wanaohusika kutoka kwa wenye haki muhimu na vikundi vingine vya wahusika,7. Nombre de personnes mobilisées parmi les parties prenantes principales," 7. Isan'ny olona nandray anjara avy amin'ireo vondrona lehibe mpisehatra
"
pages.assessments.view.tabs.info.people.total,total consulted,total yang dikonsultasikan,Total consultado,,jumla ya ushauri,Total des consultations,Totalin'ny fakan-kevitra
pages.assessments.view.tabs.info.tabButton,Info,Info,Información,Informações,Habari,Info,Fampahalalana
pages.assessments.view.tabs.info.title,View Assessment,Lihat Penilaian,Ver Evaluación,Ver avaliação,Tazama Tathmini,Voir l'Evaluation,Mijery ny fanombanana
pages.assessments.view.tabs.report.description,"The text you enter into the boxes below will appear on your auto-generated pdf report. They are a place for you to neatly summarize the key results of your Elinor assessment to your desired audience. These boxes are optional. But if you do not fill them out, your reports will have minimal text in them.",,,,,,
pages.assessments.view.tabs.report.title,Report Text,Teks Laporan,,,,,
pages.assessments.view.tabs.survey.attributes.active,Active attribute,Atribut aktif,Active attribute,Active attribute,Sifa inayotumika,Attribut actif,Sokajy miasa
pages.assessments.view.tabs.survey.attributes.inactive,Inactive attribute,Atribut tidak aktif,Inactive attribute,Inactive attribute,Sifa isiyotumiks,Attribut Inactif,Sokajy tsy miasa
pages.assessments.view.tabs.survey.attributes.mandatory,Mandatory,Wajib,Mandatory,Mandatory,Lazima,Obligatoire,Tsy maintsy atao
pages.assessments.view.tabs.survey.tabButton,The survey,Survei,La encuesta,A pesquisa,Utafiti huo,L'enquête,Ny fanadihadiana
pages.assessments.view.tabs.survey.title,The survey,Survei,La encuesta,A pesquisa,Utafiti huo,L'enquête,Ny fanadihadiana
pages.assessments.view.tabs.survey.description,"Summary of governance scores by attribute. Scores are normalized to a 10-point scale, and each attribute combined multiple questions equally weighted",,,,,,
pages.assessments.view.tabs.survey.attributeScoresTitle,Attribute scores,,,,,,
pages.assessments.view.tabs.survey.surveyAnswersTitle,Survey answers,,,,,,
pages.assessments.view.title,View assessment,Lihat penilaian,Ver evaluación,Ver avaliação,Tazama tathmini,Voir l'évaluation,Mijery ny fanombanana
pages.assessments.view.year,Year,Tahun,Año,Ano,Mwaka,Année,Taona
pages.assessmentsLibrary.meta.title,Library,Perpustakaan,Biblioteca,Biblioteca,Kutengeneza,,
pages.auth.forgotPassword.alerts.forgotPasswordEmailSent.subtitle,Check your email for password reset link,Periksa email Anda untuk tautan reset kata sandi,Verifique su E-mail para el enlace de restablecimiento de contraseña,Verifique seu e-mail para obter o link de redefinição de senha,Angalia barua pepe yako kwa kiungo cha kuweka upya nenosiri,Vérifiez votre e-mail pour le lien de réinitialisation du mot de passe,Jereo ny mailakao fa nisy ny rohy fanovana teny miafina nalefa
pages.auth.forgotPassword.alerts.forgotPasswordEmailSent.title,Forgot password email sent!,Email lupa kata sandi telah dikirim!,Olvidé la contraseña E-mail enviado!,Esqueci a senha do e-mail enviado!,Umesahau barua pepe ya siri iliyotumwa!,Mot de passe oublié. E-mail envoyé !,Nalefa ny mailaka fanovana teny miafina!
pages.auth.forgotPassword.emailInput,Email,Email,E-mail,E-mail,Barua pepe,E-mail,Adiresy mailaka
pages.auth.forgotPassword.sendEmailButton,Send Email,Kirim Email,Enviar E-mail,Enviar e-mail,Kutuma barua pepe,Envoyer un e-mail,Alefaso ny Mailaka
pages.auth.forgotPassword.subtitle,Enter your email to recieve a password reset link,Masukkan email Anda untuk menerima tautan reset kata sandi,Ingrese su E-mail para recibir un enlace de restablecimiento de contraseña,Digite seu e-mail para receber um link de redefinição de senha,Weka barua pepe yako ili kupokea kiungo cha kuweka upya nenosiri,Entrez votre adresse e-mail pour recevoir un lien de réinitialisation du mot de passe,Ampidiro ny adiresy mailakao hahazoana rohy fanovana teny miafina
pages.auth.forgotPassword.title,FORGOT PASSWORD,LUPA KATA SANDI,HAS OLVIDADO TU CONTRASEÑA,ESQUECEU SUA SENHA,UMESAHAU NYWILA,MOT DE PASSE OUBLIÉ,HADINO NY TENY MIAFINA
pages.auth.forgotPassword.tryAgainButton,Try Again,Coba Lagi,Intentar otra vez,Tente novamente,Jaribu tena,Réessayez,Hamerina indray
pages.auth.registration.createAccountButton,Create an account,Buat akun,Crear una cuenta,Crie a sua conta aqui,Fungua akaunti,Créer un compte,Mamorona kaonty
pages.auth.registration.inputs.email,Email,Email,E-mail,E-mail,Barua pepe,E-mail,Adiresy mailaka
pages.auth.registration.inputs.firstname,First name,Nama Depan,Nombre de pila,Primeiro nome,Jina la kwanza,Prénom,Fanampin'anarana
pages.auth.registration.inputs.lastname,Last name,Nama Belakang,Apellido,Sobrenome,Jina la familia,Nom,Anarana
pages.auth.registration.inputs.password1,Password,Kata Sandi,Contraseña,Senha,Nenosiri,Mot de passe,Teny miafina
pages.auth.registration.inputs.password2,Password confirmation,Konfirmasi Kata Sandi,Confirmación de contraseña,ConfirmaÇão Da Senha,Uthibitishaji wa nenosiri,Confirmation du mot de passe,Fanamarinana ny teny miafina
pages.auth.registration.inputs.username,Username,Nama Pengguna,Nombre de usuario,Nome de usuário,Jina la mtumiaji,Nom d’utilisateur,Anaran'ny mpampiasa
pages.auth.registration.subtitle,Complete the form below to start using Elinor,Lengkapi formulir di bawah ini untuk mulai menggunakan Elinor,Complete el siguiente formulario para comenzar a usar Elinor,Preencha o formulário abaixo para começar a usar Elinor,Jaza fomu iliyo hapa chini ili kuanza kutumia Elinor,Remplissez le formulaire ci-dessous pour commencer à utiliser Elinor,"Fenoy ny taratasy eto ambany raha hanomboka hampiasa an'i Elinor.
"
pages.auth.registration.termsOfServiceCheckbox,I agree with the terms of service*,Saya setuju dengan ketentuan layanan*,Estoy de acuerdo con los términos de servicio*,Concordo com os termos de serviço*,Nakubaliana na sheria na masharti*,J'accepte les conditions générales d'utilisation*,Manaraka ny fepetran'ny fampiasana aho*
pages.auth.registration.title,CREATE AN ACCOUNT,BUAT AKUN,CREAR UNA CUENTA,CRIE A SUA CONTA AQUI,FUNGUA AKAUNTI,CRÉER UN COMPTE,MAMORONA KAONTY
pages.auth.registration.validationErrorTitle,Validation error!,Kesalahan validasi!,Error de validacion!,Erro de validação!,Hitilafu ya uthibitishaji!,Erreur de validation !,Hadisoana amin'ny fanamarinana!
pages.auth.resendVerificationEmail.emailInput,Email,Email,E-mail,E-mail,Barua pepe,E-mail,Adiresy mailaka
pages.auth.resendVerificationEmail.sendEmailButton,Send Email,Kirim Email,Enviar E-mail,Enviar e-mail,Kutuma barua pepe,Envoyer un e-mail,Alefaso ny Mailaka
pages.auth.resendVerificationEmail.subtitle,Enter your email to receive a new email verification,Masukkan email Anda untuk menerima email verifikasi baru,Ingrese su E-mail para recibir una nueva verificación de correo electrónico,Digite seu e-mail para receber uma nova verificação de e-mail,Weka barua pepe yako ili kupokea uthibitishaji mpya wa barua pepe,Entrez votre adresse e-mail pour recevoir une nouvelle vérification d'e-mail,Ampidiro ny adiresy mailakao hahazoana mailaka fanamarinana vaovao
